"Venue","Review Rating","Sentence","ContextIndependence","FactoidType"
,,"But it's so cheap to grab something for breakfast.",FALSE,"fact :: practical"
,,"Of course the original is by far my favorite flavor.",FALSE,"(none)"
,,"I just purchased green tea and chocolate chip and I know they wont disappoint me!",FALSE,"(none)"
,,"I've been eating these since I was 5, my dad would buy them for me all the time.",FALSE,"(none)"
,,"Trust me these sponge cakes will not let you down.",TRUE,"judgement :: positive"
,,"Best sponge cake ever.",TRUE,"judgement :: positive"
,,"I mean, seriously, it was perfection.",FALSE,"judgement :: positive"
"#Caputo’s Fine Foods",0.80,"This place was hard to find and I walked by it a couple times, but it was worth the trouble.",FALSE,"judgement :: positive"
"#Caputo’s Fine Foods",1.00,"So cheap too!",FALSE,"fact :: practical"
,,"The place is very small, and there was just one guy there when I came.",FALSE,"fact :: practical"
,,"He pulled out a bunch of sponge cakes from a tupperware behind the counter to fill my order and I was quickly on my way.",FALSE,"(none)"
,,"No hassle, just in and out.",TRUE,"fact :: practical"
,,"MMMMMMMMMM ... sponge cake.",TRUE,"judgement :: positive"
,,"Every time I go to Chinese bakery shops, I would pick up couple of the sponge cakes.",FALSE,"(none)"
,,"I ordered 2 sponge cakes (1 original and 1 green tea), and WOW they were light, soft, airy, and the best tasting sponge cakes in a long time.",FALSE,"judgement :: positive"
"#Caputo’s Fine Foods",0.80,"Next time I will grab a dozen. :)",FALSE,"(none)"
,,"Just a heads up, these are mini sponge cakes and not the giant size normally found in other bakery shops.",TRUE,"fact :: practical :: alert"
,,"Also I prefer the original over green tea due to texture and flavor.",FALSE,"(none)"
,,"Friendly small bakery!",TRUE,"fact :: trivia"
,,"The best sponge cakes I have ever tasted!",FALSE,"judgement :: positive"
,,"We went on a Friday knowing they make extra different flavor cakes.",FALSE,"fact :: practical"
,,"We bought 2 of every flavor they got, Green Tea, Chocolate Chip, Strawberry, Plain & they gave a free White Chocolate to try!",FALSE,"fact :: practical"
,,"Awesome, how nice was that!",FALSE,"(none)"
,,"They are very moist, light & fluffy.",FALSE,"(none)"
,,"If you're ever in NY CTown, must try this place.",TRUE,"fact :: practical :: advice"
"#Caputo’s Fine Foods",1.00,"SPONGE CAKES! each one is just 70 cents & a great size for snacking",TRUE,"fact :: practical"
,,"i guess i'm not sure how sponge cakes are ""supposed"" to be since the ones i've had in the past are just springy like asian cake BUT the sponge cakes at New Kam Hing are pretty unique",FALSE,"judgement :: positive"
,,"--the inside of the cake is MOIST & tastes kind of eggy PLUS there's a nice light crust to the top (most sponge cakes are soft through and through)",TRUE,"judgement :: positive"
,,"i love how the sponge cake was just ever so slightly sweet",FALSE,"fact :: practical"
,,"NOTE: the shop looks NOTHING like your typical bakery.. it looks more like a hole-in-the-wall deli but just trust!",TRUE,"fact :: practical :: alert"
,,"Fluffy, semisweet, yolky sponge cake that is only 70 cents.",TRUE,"fact :: practical"
,,"What year is it? 1992?",FALSE,"(none)"
,,"Absolutely wonderful.",FALSE,"(none)"
,,"I can eat three of these with my coffee.",FALSE,"(none)"
,,"I can't believe how many times I've walked by this place without batting an eye.",FALSE,"(none)"
,,"Definitely worth a try while you're exploring Chinatown in search of snacks.",TRUE,"fact :: trivia"
,,"It saddens me to write this updated review.",FALSE,"(none)"
,,"I grew up eating the sponge cakes from Kam Hing.",FALSE,"(none)"
,,"Over the 20+ years, the sponge cakes never changed and it was extremely comforting to that the store also remained to be a humble little hole in the wall.",TRUE,"fact :: trivia"
,,"But since Kam Hing changed management, it didn't have the same feel.",FALSE,"fact :: practical"
"#Caputo’s Fine Foods",1.00,"The store is still very modest - still has the same look and I think the same employees.",FALSE,"(none)"
,,"But the cakes itself just aren't the same.",FALSE,"(none)"
"#Caputo’s Fine Foods",1.00,"Maybe the old owners didn't pass their recipe down or maybe the new ones changed it...",FALSE,"(none)"
,,"But it just doesn't taste the same.",FALSE,"(none)"
,,"The consistency is slightly off and the sugar level is a little higher than it used to be.",FALSE,"judgement"
,,"And is that egg shell that I just bit into?",FALSE,"(none)"
"#Caputo’s Fine Foods",1.00,"I do, however, give the new management credit to trying new things.",FALSE,"(none)"
,,"They've since come out with green tea and chocolate chip versions of the sponge cake.",FALSE,"fact :: practical"
,,"It's not my cup of tea, but I imagine the younger generations would prefer them.",FALSE,"(none)"
,,"I'll still return and get the sponge cakes.",FALSE,"(none)"
,,"I'm still hoping it'll bring back the nostalgia of the simpler times as it used to.",FALSE,"(none)"
,,"My parents first introduced Kam Hing to me when I was 4 yrs old.",FALSE,"(none)"
,,"Many years later, I am still returning to Kam Hing for their sponge cakes!",FALSE,"(none)"
,,"They're a light, fluffy, sweet, spongy, and melts in your mouth goodness.",FALSE,"(none)"
,,"It's nice to know that over the years, the price of the sponge cakes are still under a dollar!",TRUE,"fact :: practical"
,,"This place is the best sponge cake in Chinatown.",TRUE,"judgement :: positive"
,,"My first time trying their sponge cake and I was soo excited.",FALSE,"(none)"
,,"The best sponge cake to get is the ...........",FALSE,"(none)"
,,"I can't even say best.",FALSE,"(none)"
,,"All of them is simply the best from regular , green tea and chocolate chip.",TRUE,"judgement :: positive"
,,"The price is very reasonable.",TRUE,"fact :: practical"
,,".70 cents for plain which I tried and It is above ordinary but EXTRAordinary. :-)",FALSE,"fact :: practical"
,,"And for chocolate chip sponge cake its a dollar.",TRUE,"fact :: practical"
,,"Here is a compliments to the chef",FALSE,"(none)"
,,"The plain sponge cake taste very moist and just right.",TRUE,"judgement :: positive"
,,"It got that touch that makes you come back for 3 more.",FALSE,"(none)"
,,"And for 70 cents.",FALSE,"fact :: practical"
,,"Come on!!!!!!",FALSE,"(none)"
,,"That is wonderful than paying a dollar and don't have the quality of cake.",FALSE,"(none)"
,,"The green tea is also de-lis",FALSE,"(none)"
,,"Customer service is very , very welcoming and make you want to come back.",TRUE,"judgement :: positive"
,,"Based on my experience.",FALSE,"(none)"
,,"I will be coming back.",FALSE,"(none)"
,,"It is no less than lovely.",TRUE,"judgement :: positive"
,,"For the people reading this review.",FALSE,"(none)"
,,"It is not no lie lol.",FALSE,"(none)"
"#The Cinnamon Snail",0.80,"Read the other reviews and you all know.",FALSE,"(none)"
,,"Looking for sponge cake in Chinatown?",FALSE,"fact :: practical"
,,"Look no further.",FALSE,"(none)"
,,"You have found it.",FALSE,"(none)"
,,"There is no other competition to these guys.",TRUE,"judgement :: positive"
,,"There is a reason they been in business for this long.",FALSE,"(none)"
"#The Cinnamon Snail",1.00,"Need I say more.",FALSE,"(none)"
,,"The perfect balance is what you seek.",FALSE,"(none)"
,,"You're welcome.",FALSE,"(none)"
,,"Great small bakery, if you go fridays, there are 5 flavors of sponge cake to choose from Plain, green tea, chocolate chip, white chocolate and strawberry..Buy 3 of each you cant go wrong!",TRUE,"fact :: practical"
,,"I love this cafe a lot!",FALSE,"(none)"
,,"My mom used to bring me here when I was in preschool whenever to buy the sponge cakes.",FALSE,"(none)"
"#The Cinnamon Snail",1.00,"It's cheap and very delicious unlike the chinatown sponge cakes.",TRUE,"fact :: practical"
,,"The coffee and milk tea here is really good and it's also very cheap.",FALSE,"judgement :: positive"
,,"I would come here to get ice milk tea during the summer.",FALSE,"fact :: practical :: advice"
"#The Cinnamon Snail",0.40,"I am really happy this place is still here.",FALSE,"judgement :: positive"
,,"The prices went up a bit after the construction but it is still affordable and cheap for the cakes and drinks.",TRUE,"fact :: practical"
,,"I bring friends here to try out their sponge cakes since it's that good.",FALSE,"judgement :: positive"
,,"Sooooooooo disappointed when I came here for the green tea spongecake and they only had 1 left.",FALSE,"judgement :: negative"
,,"It was 6:30pm on a Friday night so maybe they don't make a large enough abundance because it's baked fresh daily?",FALSE,"(none)"
"#The Cinnamon Snail",1.00,"But still!",FALSE,"(none)"
,,"At least I got to try one, I guess.",FALSE,"(none)"
"#The Cinnamon Snail",1.00,"It was good, but not something I would really go out of my way to get.",FALSE,"(none)"
,,"They are a little on the smaller side, too.",FALSE,"fact :: practical"
,,"I'm not sure if I walked into the right store (maybe I'll try to stop by again next time I'm around to give it a second chance).",FALSE,"(none)"
,,"It does look like a legit bakery from the outside, but inside is a different story.",FALSE,"(none)"
,,"While the fact that the place is strewn with boxes, tightly packed tables and chairs, and the like is reminiscent of many other holes-in-the-wall, I at least expected to be able to see what fantastic pastries and buns they have for sale at the counter.",FALSE,"(none)"
,,"Except all I saw were some wrapped up sponge cakes, some boxed pastries, and a few egg tarts and almond cookies.",FALSE,"fact :: practical"
,,"Nothing conveying freshness or selection.",TRUE,"judgement"
,,"Okay well, I thought to myself maybe I'd just try the sponge cake that everyone is raving about.",FALSE,"fact :: practical"
"#The Cinnamon Snail",1.00,"So I ordered the green tea to share it with my friend.",FALSE,"fact :: practical"
,,"First, we were amazed by how small it was, even for 70 cents; it's not even half the size of a standard sponge cake that you can get in most other bakeries.",FALSE,"fact :: practical"
,,"Second, while the green tea has an interesting zing, it was short-lived and the cake soon tasted no different from others that I've had; if anything, it was less fluffy and buttery.",FALSE,"judgement"
,,"The last point (and this is why I might try to give it another chance) is that none of the employees there spoke Chinese.",FALSE,"(none)"
"#Levain Bakery",1.00,"Now, I am not saying that only Chinese people should be able to make good Chinese pastries, but I really did not understand why the shop and the menu gave off a Chinese flavor (the name of the shop, the name of the menu items, etc.) when the people working there were not.",FALSE,"(none)"
,,"Maybe the Chinese-speaking employees just happened to be out when I went?",FALSE,"(none)"
"#Levain Bakery",1.00,"If not, then I had to say that I felt short-changed by the whole experience.",FALSE,"(none)"
"#Levain Bakery",1.00,"I remember their sponge cakes from when I was a little girl, and they haven't changed.",FALSE,"fact :: practical"
,,"Every time my parents brought them home, or a visiting relative bought some over, without a doubt, they were gone soon after.",FALSE,"(none)"
,,"Besides visiting family, or having some business to tend to, there's only two other reasons I'd go out of my way into Chinatown for, and they both involve food.",FALSE,"(none)"
,,"One being to satisfy my sponge cake craving, or stopping by The Chinatown Ice Cream Factory.",FALSE,"(none)"
,,"$0.70 for an amazingly delicious snack, or breakfast.",TRUE,"fact :: practical"
,,"You can't beat that!",FALSE,"(none)"
,,"Buy more than one, because THEY ARE that good!",TRUE,"fact :: practical :: advice"
,,"So cheap and so good!!!",TRUE,"judgement :: positive"
,,"Pros:",FALSE,"(none)"
,,"diverse range of buns to choose from!",TRUE,"fact :: trivia"
,,"very inexpensive: usually around $4-4.75 for a large box of 6 buns (great to eat for breakfast!)",TRUE,"fact :: practical"
,,"fast service",TRUE,"fact :: practical"
,,"they have a nice of other dim sum options that you can order as well",TRUE,"fact :: practical"
"#Levain Bakery",0.60,"I've only tried their pork veggie bun and they're scrumptious!",TRUE,"judgement :: positive"
,,"Maybe if there was more filling it would be perfect.",FALSE,"(none)"
"#Levain Bakery",1.00,"Cons:",FALSE,"(none)"
,,"cash only",TRUE,"fact :: practical :: alert"
,,"food sanitation rating is B",FALSE,"(none)"
,,"Man, I hate it when places turn out like Halal Guys did for me - food is meh at best, but people seem to love it just because everyone else around them does.",FALSE,"(none)"
"#Levain Bakery",1.00,"Golden Steamer was so disappointing for me.",TRUE,"judgement :: negative"
,,"After reading rave reviews on Buzzfeed and especially SeriousEats (you let me down SE!)",FALSE,"(none)"
"#Levain Bakery",1.00,"I was very determinedly not going to rest until I'd finally tasted the famed Pumpkin Bun.",FALSE,"fact :: practical"
,,"But alas, I was very much let down.",FALSE,"(none)"
,,"I tried two pumpkin buns on different days but they were the same.",FALSE,"fact :: practical"
,,"The bread was ok in itself, if a little strange tasting, but massively outproportioned the pumpkin filling so that I could barely find any pumpkin inside.",FALSE,"judgement"
,,"The filling was also very weak - I tasted very little actual pumpkin flavor.",FALSE,"(none)"
,,"Overall, just a bland bun.",FALSE,"judgement"
,,"On the plus side, I'll give it a couple of points for uniqueness, and lots more for cheapness and size!",FALSE,"fact :: practical"
,,"Even if I didn't really enjoy eating it, it did fill me up quite a bit.",FALSE,"(none)"
,,"Tried the pork+veggie bun too but it was also disappointing :( Bread was weirdly way too sweet, and the filling (the little of it there was) was insubstantial and just not to my taste.",FALSE,"judgement"
,,"If you're looking for a good bun, go across the street to Deluxe Food Market!",TRUE,"fact :: practical :: advice"
"#Levain Bakery",1.00,"Just reviewed them, they were so much more satisfying.",FALSE,"(none)"
"#Levain Bakery",1.00,"You know I love myself little pockets of minced vegetables, mysterious salty meats wrapped in doughy delicate goodness.",FALSE,"(none)"
,,"I just like it all less here.",FALSE,"(none)"
,,"I get it.",FALSE,"(none)"
"#Graham Avenue Meats And Deli",1.00,"It's a wall of buns, the texture is almost sexual and we all love that.",FALSE,"judgement :: positive"
,,"But this place isn't cutting it for me.",FALSE,"(none)"
,,"You're either going dirty floors and dirty walls with amazing buns and dumplings or you're going clean and modern with fusion ""cutting edge"" bull shit.",FALSE,"(none)"
,,"This place is neither!",FALSE,"(none)"
,,"So if you want cheap as hell and just mediocre then drop that 5 spot and have a blast.",TRUE,"fact :: practical :: advice"
,,"Otherwise find an amazing bun place and tell me all about it!",FALSE,"(none)"
,,"I can't wait to find the sweet spot of bun-ness in NY.",FALSE,"(none)"
,,"Rating: Two doughty-soft nipples on this one",FALSE,"(none)"
,,"We visited Friday afternoon.",FALSE,"(none)"
"#Graham Avenue Meats And Deli",0.60,"They were low on custard tarts and a few other things, but plenty of other stuff.",FALSE,"fact :: practical"
,,"This bakery is definitely doing something I've never seen before.",FALSE,"(none)"
,,"The pumpkin bun, salty egg yolk bun, and the butter bun.",FALSE,"fact :: practical"
"#Graham Avenue Meats And Deli",1.00,"Delicious.",TRUE,"judgement :: positive"
,,"These are all rather sweet and dessert like, though the butter bun is similar to a pan de leche and could go either way.",FALSE,"fact :: practical"
"#Graham Avenue Meats And Deli",0.80,"We also enjoyed the pork veggie bun, the sesame balls with red bean paste and egg custard tarts.",FALSE,"fact :: practical"
,,"I know egg custard tarts of Oakland and Fremont, California.",FALSE,"(none)"
,,"While these were smaller tarts, half the size, they were excellent, perhaps more buttery, perhaps some vanilla in there.",TRUE,"judgement :: positive"
,,"They were heaven.",FALSE,"(none)"
,,"I would definitely visit again to try more of a variety, especially more savory stuff, since mostly we had sweet.",FALSE,"fact :: practical"
"#Graham Avenue Meats And Deli",1.00,"The fact that it's not called Golden Boiler should've given it away, huh?*",FALSE,"(none)"
,,"Grabbed steamy-soft pumpkin buns to go to make myself at home",FALSE,"fact :: practical"
,,"*Foolishly boiled rather than steamed (white guy mistake) - I blame my characteristically terrible photo, not my inability to recall the name of the joint (or really the key principle of STEAMED buns); luckily mistakes in Chinatown usually cost less than $5, this one only set me back $4.50 (i.e., getting some to go rather than a warm ready-to-eat version),which was a gift in disguise since I had consumed an ungodly amount of food already; alas, ready-to-consume salted egg bun next time it is.",FALSE,"fact :: practical"
"#Graham Avenue Meats And Deli",0.80,"Saw Golden Steamer on Buzzfeed and various other food sites.",FALSE,"(none)"
,,"They're on the top 50 list of almost every great NYC food place.",TRUE,"fact :: trivia"
,,"My favorite are the Pumpkin buns and Roasted Pork buns!",TRUE,"fact :: practical"
,,"The mini buns are delicious too!",TRUE,"judgement :: positive"
"#Graham Avenue Meats And Deli",0.80,"Definitely should check it out if you're in Chinatown.",TRUE,"fact :: practical :: advice"
,,"Meh...both the famed pumpkin bun and the egg custard bun were dry with very little filling, which somehow still managed to taste strange--in the case of the pumpkin, too sweet and thick, and in the case of the egg, too custardy and not eggy enough.",TRUE,"judgement"
,,"Am I picky?",FALSE,"(none)"
"#Graham Avenue Meats And Deli",1.00,"Perhaps.",FALSE,"(none)"
,,"Will I come here again?",FALSE,"(none)"
,,"Probably not.",FALSE,"(none)"
,,"They are cheap though, so that's a plus.",TRUE,"fact :: practical"
,,"In again.",FALSE,"(none)"
,,"Pumpkin buns again.",FALSE,"fact :: practical"
,,"Out again.",FALSE,"(none)"
,,"Still the best.",TRUE,"judgement :: positive"
,,"HEY!",FALSE,"(none)"
,,"Hey, you people ratings them 4 stars or less!",FALSE,"(none)"
,,"You guys suck.",FALSE,"(none)"
"#Graham Avenue Meats And Deli",1.00,"Went again.",FALSE,"(none)"
,,"Got pumpkin bun.",FALSE,"fact :: practical"
,,"Heaven.",FALSE,"(none)"
,,"Will be back.",FALSE,"(none)"
,,"Again.",FALSE,"(none)"
,,"Muhahahaha",FALSE,"(none)"
,,"Note: It is an absolute MUST to follow up a trip here with one to Prosperity Dumpling.",FALSE,"(none)"
,,"They're so close, so cheap, and so delicious that you'd be foolish not to.",FALSE,"fact :: practical"
"#Graham Avenue Meats And Deli",0.80,"Strolled down to Chinatown after an interview yesterday, making a mandatory stop at Golden Steamer.",FALSE,"(none)"
,,"Got a pumpkin bun (duh) and a mini egg custard.",FALSE,"fact :: practical"
"#Graham Avenue Meats And Deli",1.00,"Egg custard was awesome, but I was left wondering why I didn't just get two pumpkin buns.",FALSE,"fact :: practical"
,,"My body was furious for the lack of sustenance (and overabundance of sugar).",FALSE,"(none)"
,,"But seriously--PUMPKIN.",FALSE,"(none)"
"#Graham Avenue Meats And Deli",1.00,"That is all you need to know.",FALSE,"(none)"
"#Graham Avenue Meats And Deli",1.00,"Oh, and at 80 cents a piece?",FALSE,"fact :: practical"
,,"What a bargain.",FALSE,"fact :: practical"
"#Graham Avenue Meats And Deli",1.00,"Golden Steamer is 1 of roughly 309,840 reasons I desperately want out of the Midwest and back to NYC.",FALSE,"(none)"
"#Graham Avenue Meats And Deli",1.00,"Went there today and, as usual, it didn't disappoint at all.",TRUE,"judgement :: positive"
,,"The pumpkin bao is still as light, fresh, and delicious as ever.",TRUE,"judgement :: positive"
,,"BBQ pork still awesome.",TRUE,"judgement :: positive"
,,"Go there.",FALSE,"(none)"
,,"Go there now.",FALSE,"(none)"
,,"You may be forced to spend up to $1.60 for a couple of buns, but holy shit--it's worth it.",FALSE,"judgement :: positive"
,,"Okay, so today I bought 3 pumpkin buns, 3 mini Pineapple buns (to my knowledge, there is no pineapple), 3 egg tarts, and 3 Mexican buns (again, not sure of the origin) for less than $10.",TRUE,"fact :: practical"
,,"On my previous review, I mentioned my father's concern that the pumpkin puree was mostly filler.",FALSE,"(none)"
,,"Balderdash!",FALSE,"(none)"
,,"The pumpkin filling was creamy and smooth and super tasty.",TRUE,"judgement :: positive"
,,"I was quite the hero when I returned to work with my dessert booty...y'know, sans 2 pumpkin buns.",FALSE,"(none)"
,,"Shhhhh...",FALSE,"(none)"
,,"What can I say about Golden Steamer that makes them stand out from the platoon of Chinese bakeries in the area?",FALSE,"(none)"
,,"Two words: PUMPKIN BUNS.",FALSE,"(none)"
,,"Bakeries have been known to make pastries out of everything under God's green earth (duck egg, red bean paste, salted egg, etc.), but I've never eaten pumpkin in any form other than pie.",FALSE,"(none)"
,,"As their name suggests, the buns are steamed soft so you can pull pieces of bread straight to your gullet.",FALSE,"(none)"
,,"The pumpkin filling is creamy-yet-dense and sweetened by tons of sugar (not complaining), and makes for a great dessert snack on the go.",TRUE,"judgement :: positive"
,,"Other notable items such as steamed pork buns, sweet n salty egg yolk buns, and egg custard baos are all done fairly well, but you can find better versions in other bakeries and restaurants in the area.",TRUE,"fact :: practical"
,,"Most items cost less than $1, so it'll fit in any miser's budget.",TRUE,"fact :: practical"
,,"So why did I not give them a full 5 stars?",FALSE,"(none)"
,,"Well, I brought some to my veteran Chinatown chef of a father, and he remarked that they used too much flour in the pumpkin filling in order to fulfill larger quantities.",FALSE,"(none)"
,,"So call me a toady (please don't), but I'm not arguing with Pops.",FALSE,"(none)"
,,"I love this little gem!",FALSE,"(none)"
,,"Not only do they have delicious fluffy fresh buns (the pumpkin rocks my quasi-vegetarian world), but it's emaculate inside - a nice reprieve from the fishy smells that blanket the rest of Mott street :)",TRUE,"judgement :: positive"
,,"Had the chicken and pumpkin buns!",TRUE,"fact :: practical"
,,"Both were very good!",FALSE,"(none)"
,,"The chicken bun was actually all chicken!",FALSE,"(none)"
,,"Not a mix of pork and other stuff.",FALSE,"(none)"
"#12 Corners",1.00,"The place is a dive, and it was practically empty at 5p.",FALSE,"(none)"
,,"But the buns say it all, will definitely go here again.",FALSE,"(none)"
,,"The best pumpkin buns and vegetable-meat buns!",TRUE,"judgement :: positive"
"#12 Corners",1.00,"What I love most about the buns here is that I can buy a box of 6 and store it in my fridge, pop it in the microwave for 30 seconds and still get fresh, soft, delicious buns!",TRUE,"fact :: practical"
,,"And 90 cents a bun is not bad of a price.",TRUE,"fact :: practical"
,,"Haven't tried any of their other buns yet, but will definitely do so in the near future!",FALSE,"(none)"
,,"I'm asian and I've never seen this much variety of steamed buns!",FALSE,"judgement :: positive"
,,"This is steamed bun haven!",TRUE,"judgement :: positive"
,,"I went there for the first time and I didn't know what to get.",FALSE,"(none)"
,,"I was feeling adventurous and got the sales egg custard and it did not disappoint.",TRUE,"fact :: practical"
,,"Although it was a weird acquired taste in the beginning but now I love it! cannot beat the prices!",FALSE,"(none)"
,,"I regret not buying more.",FALSE,"(none)"
,,"I did get the wrong flAvor I wanted the pork and got the red bean instead.",FALSE,"(none)"
,,"I think I was so excited and picked the wrong thing.",FALSE,"(none)"
,,"It's alright.",FALSE,"(none)"
"#12 Corners",1.00,"Luckily, my mom likes red bean and she ended up having he own tray.",FALSE,"(none)"
,,"Next time will buy more and freeze it since I live far.",FALSE,"(none)"
,,"I recommend this place!!",TRUE,"fact :: practical :: advice"
"#12 Corners",1.00,"Food:",FALSE,"(none)"
,,"I sometimes come here in the morning on my way to work and pick up a pork bun.",FALSE,"fact :: practical"
,,"Steam Roast Pork Bun: In my opinion too sweet.",TRUE,"judgement"
,,"Steamed Pork and Vegetable Bun: I think this is pretty solid and it's usually what I pick up.",FALSE,"fact :: practical"
"#12 Corners",1.00,"Cost:",FALSE,"(none)"
,,"90 cents for each bun.",TRUE,"fact :: practical"
,,"Overall:",FALSE,"(none)"
"#12 Corners",0.80,"I've had better pork buns for sure, but this place does the trick.",FALSE,"(none)"
,,"It's more so because the location is convenient for me.",FALSE,"(none)"
,,"I tried the famed pumpkin & egg custard steamed buns, and YES, they did live up to expectations.",FALSE,"judgement :: positive"
,,"The bun itself was so soft and had an amazing texture.",FALSE,"judgement :: positive"
"#12 Corners",1.00,"It was sweet so I didn't mind eating it until reaching the flavored center.",FALSE,"(none)"
,,"I've had steamed buns from other shops with little/no flavored center before, so I thought they provided a great amount of it (too much would be overwhelming).",FALSE,"(none)"
"#12 Corners",1.00,"It was super affordable too - 3 big buns set me back $2 and some change.",FALSE,"fact :: practical"
,,"I wish it was bigger so I could sit down though - there were like 3 small, metal seats but it was so cramped I would have gotten knocked over by customers if I chose to sit down.",FALSE,"fact :: practical"
"#12 Corners",1.00,"Actually, an old man buying a few cartons of buns pushed me to pay for his buns at the register -__- anyways, will definitely be back for more buns (& to try the other food) in the future!",FALSE,"(none)"
,,"Got a pork and vegetable bun and 3 roasted pork mini-buns.",TRUE,"fact :: practical"
,,"Delicious, super cheap, quick and solidly filling for a nice lunch.",TRUE,"judgement :: positive"
,,"Very delicious but has a special style.",TRUE,"judgement :: positive"
,,"The meat inside or the stuffing tends to be a looser style.",FALSE,"(none)"
"#12 Corners",1.00,"Some places make a ball of meat or a ball of char sil but here, it is looser which is supposedly more difficult to do.",FALSE,"(none)"
,,"The bread is a little more sandy then I like because I like a doughy quality.",FALSE,"(none)"
,,"This is preferred by other people who would feel that too doughy is too chewy.",FALSE,"(none)"
,,"Where can you get lunch for 1.50?",FALSE,"(none)"
"#12 Corners",1.00,"Helloooooo Golden Steamer!",FALSE,"(none)"
,,"I told my BF I'd treat him to lunch.",FALSE,"(none)"
"#12 Corners",1.00,"So I took him to The Golden Steamer followed by a trip to Prosperity Dumpling.",FALSE,"(none)"
,,"Yes, I spoil him :)",FALSE,"(none)"
,,"I loved the buns here.",FALSE,"judgement :: positive"
,,"My favorite was the roasted pork!",FALSE,"judgement :: positive"
"#12 Corners",1.00,"Perfectly fluffy bun with sweet and savory pork filling.",TRUE,"judgement :: positive"
,,"The bun to filling ratio is quite large but once you get to the inside, it's heaven!",TRUE,"judgement :: positive"
,,"For 70 cents a piece, you really can't complain.",TRUE,"fact :: practical"
,,"There is no seating inside so all buns are ""to go"".",TRUE,"fact :: practical :: alert"
,,"I went in today for a Pumpkin bun and a red bean bun and walked out with lunch for only $1.50.",TRUE,"fact :: practical"
,,"I have conflicting feelings, so let's break it down:",FALSE,"(none)"
"#12 Corners",1.00,"4 stars for the Pumpkin bun.",FALSE,"(none)"
,,"I really should have bought 2 of these babies.",FALSE,"(none)"
"#12 Corners",0.80,"Absolutely delicious.",TRUE,"judgement :: positive"
,,"The right combo of sweet filling with savory bun and served so toasty and warm.",FALSE,"judgement :: positive"
"#12 Corners",1.00,"The only slight complaint about this delectable treat is that I would have preferred more filling; it's that delicious.",FALSE,"(none)"
,,"3 stars for the red bean bun.",FALSE,"(none)"
,,"It was yummy.",TRUE,"judgement :: positive"
"#12 Corners",1.00,"The paste was pretty decent.",TRUE,"(none)"
"#12 Corners",1.00,"Would I come down all the way down here for their red bean bun?",FALSE,"(none)"
,,"Nope.",FALSE,"(none)"
"#12 Corners",1.00,"Not like I would for the pumpkin.",FALSE,"(none)"
,,"2 stars for the B rating in the window.",FALSE,"(none)"
,,"For $1.50, I was pretty damn happy with my lunch.",FALSE,"fact :: practical"
,,"I am so grateful to work only two blocks and a corner away from Golden Steamer.",FALSE,"(none)"
"#12 Corners",1.00,"Frequently I stop by here and pick up a box or two of the half a dozen pork and cabbage or pumpkin buns as snacks for work/home.",FALSE,"fact :: practical"
,,"At $4.50 (not even $.80 per bun - it's a steal).",FALSE,"fact :: practical"
,,"They also have them fresh here for $.90 if you're on the go and hungry for a juicy pork bun!",FALSE,"fact :: practical"
"#12 Corners",0.80,"Taking off a star for horrible service.",TRUE,"judgement :: negative"
,,"I'd heard great things about the pumpkin bun, and as a major pumpkin fan, I was excited enough to pop in for a bun on a 90+ degree day.",FALSE,"(none)"
,,"The cashier gave me a warm bun, charged me $0.70, and I was on my way.",FALSE,"fact :: practical"
,,"I'd eaten a couple pieces of dough--chewy, slightly sweet, yet light--before I got to the filling and realized she'd given me the egg custard instead of the pumpkin.",FALSE,"judgement"
,,"When I went back to tell her, she argued that I'd asked for the egg custard before asking if I'd eaten any (I'd rather not know what she would've done if I hadn't eaten any).",FALSE,"(none)"
,,"She then proceeded to take my barely eaten bun from me and throw it out, and ask me for 10 more cents for a pumpkin bun. (I would've just given the customer the correct order without the extra charge and let him/her keep the wrong order!)",FALSE,"(none)"
"#Lula’s Sweet Apothecary",1.00,"When all's said and done, the pumpkin bun was pretty good for such a cheap price, and could have been amazing if there were some more filling!",FALSE,"fact :: practical"
,,"The star of the bun was the tiny swirl of pumpkin custard at the center.",FALSE,"(none)"
,,"Not too sweet, a great snack.",TRUE,"judgement :: positive"
,,"But then I'd eaten all the filling and was stuck with a blob of dough.",FALSE,"(none)"
,,"We originally found this place after hunting for the perfect pork bun.",FALSE,"(none)"
,,"We've been going here for almost over a year and the quality of the pork buns has declined, too many pieces of fat, but all the other buns keep us coming back!",TRUE,"judgement"
"#Lula’s Sweet Apothecary",1.00,"The egg custard bun is a hidden gem, I've never seen them anywhere else and they are perfect!",TRUE,"judgement :: positive"
,,"The pumpkin buns are also delicious as are most of the others but the custard bun is hands down the new top bun at the golden steamer!",FALSE,"judgement :: positive"
"#Lula’s Sweet Apothecary",1.00,"How can you resist a place with such an intriguing name?",FALSE,"(none)"
,,"I'll admit it: I entered this baking shop simply out of curiosity because of the name, but the baked goods they serve are no joke.",FALSE,"(none)"
,,"The first thing I noticed entering the shop were the pumpkin buns.",FALSE,"fact :: practical"
,,"Yep: PUMPKIN BUNS!",FALSE,"(none)"
"#Lula’s Sweet Apothecary",1.00,"If like me you like pumpkin[1], you'll love these buns.",FALSE,"fact :: practical :: advice"
"#Lula’s Sweet Apothecary",1.00,"They are fantastic!",FALSE,"(none)"
